3	8	25
8	9	18
8	8	10
0	20	28
8	17	18
14	11	13
8	7	10
8	9	10
6	20	23
10	34	35
3	23	40
11	79	90
3	15	17
13	12	12
2	8	11
8	10	13
8	10	12
13	46	48
9	7	18
15	7	10
2	4	11
8	5	49
8	4	13
11	20	22
8	25	35
12	12	12
9	45	48
0	14	25
5	11	18
0	12	14
9	43	46
8	11	14
8	2	15
8	17	30
8	11	18
12	9	18
2	6	18
0	6	39
11	9	13
11	12	13
5	41	43
9	3	10
9	7	12
8	8	15
8	12	14
3	11	12
11	18	24
3	4	13
15	122	127
8	29	42
11	1	10
1	0	11
9	16	16
7	0	19
12	2	11
9	1	16
8	28	31
0	1	40
3	22	30
8	5	48
0	3	17
7	1	10
4	13	14
8	10	13
2	122	139
3	11	102
8	0	12
3	7	26
7	101	105
14	12	12
3	12	32
9	17	18
7	2	19
8	6	15
3	18	65
8	108	122
3	121	127
0	17	35
0	12	15
8	203	236
3	298	300
0	13	14
0	16	23
11	37	42
7	4	11
8	2	64
5	13	13
6	401	420
6	19	19
0	2	11
11	7	11
11	219	231
5	17	19
9	13	14
8	24	25
8	36	127
9	14	16
11	8	10
8	2	10
8	7	12
0	22	52
3	0	11
5	22	72
9	2	16
9	33	47
10	10	11
8	3	10
8	47	537
8	9	12
8	9	15
0	8	10
8	4	10
8	6	19
5	14	14
6	13	15
3	7	30
8	24	29
8	10	12
11	8	11
9	1135	1154
8	8	11
9	13	14
0	1	13
8	18	27
15	6	36
11	36	44
3	7	15
8	10	13
9	47	48
8	11	16
8	3	12
8	4	10
4	0	37
3	14	16
9	7	16
15	9	10
9	1	10
0	0	14
8	9	17
8	19	21
8	6	11
1	7	87
8	1	35
8	14	26
3	2	19
8	26	41
0	23	40
8	10	12
8	13	17
8	9	11
8	9	10
15	5	13
8	6	11
8	87	120
15	1	18
0	11	12
8	1	10
8	34	36
9	11	21
6	73	80
4	24	30
15	75	77
8	3	11
5	11	12
8	6	10
14	31	34
14	1	10
0	3	11
14	2	12
8	20	28
9	789	971
15	5	14
3	3	12
15	14	17
11	15	18
8	14	38
8	6	18
3	23	44
11	7	13
4	28	39
3	4	24
3	12	16
0	21	49
8	33	47
3	3	10
8	52	119
3	30	68
3	13	44
3	24	26
8	6	12
9	0	10
14	11	12
8	4	10
6	13	20
3	9	10
3	17	22
8	6	10
0	6	21
13	40	46
15	40	42
7	16	18
8	15	17
8	1	16
5	15	22
3	9	12
8	11	15
8	8	11
8	25	33
0	4	15
8	37	40
8	7	10
11	23	29
8	11	40
0	0	10
8	27	72
8	3	29
2	5	21
8	12	13
6	42	51
3	8	21
4	12	14
8	22	38
4	57	58
0	15	19
9	54	65
8	12	15
8	9	16
2	19	26
3	3	14
9	2	14
8	10	12
8	14	16
9	6	10
8	10	13
8	18	31
8	22	23
8	13	49
8	34	57
8	6	13
8	8	17
9	10	10
9	10	10
9	10	10
9	10	11
7	14	18
7	0	12
15	8	11
3	7	14
8	14	22
6	71	78
8	10	19
0	3	31
3	6	10
9	8	21
9	6	11
9	18	20
15	9	11
4	12	13
11	10	18
3	12	44
9	1	16
3	6	10
8	8	13
4	79	81
0	13	19
3	1	28
5	15	16
8	9	10
3	16	250
7	12	14
15	135	139
3	24	50
8	5	36
9	36	36
11	4	10
11	16	18
11	26	27
14	14	14
12	3	15
8	9	17
9	2	24
8	13	27
14	20	21
8	5	11
9	3	17
3	51	54
8	31	40
8	16	22
3	5	11
3	6	12
