3	8	25
2	9	18
2	8	10
1	20	28
2	17	18
0	11	13
2	7	10
2	9	10
6	20	23
7	34	35
3	23	40
5	79	90
3	15	17
7	12	12
0	8	11
2	10	13
2	10	12
7	46	48
4	7	18
7	7	10
0	4	11
2	5	49
2	4	13
5	20	22
2	25	35
7	12	12
4	45	48
1	14	25
4	11	18
1	12	14
4	43	46
2	11	14
2	2	15
2	17	30
2	11	18
7	9	18
0	6	18
1	6	39
5	9	13
5	12	13
4	41	43
4	3	10
4	7	12
2	8	15
2	12	14
3	11	12
5	18	24
3	4	13
7	122	127
2	29	42
5	1	10
6	0	11
4	16	16
3	0	19
7	2	11
4	1	16
2	28	31
0	1	40
3	22	30
2	5	48
1	3	17
3	1	10
5	13	14
2	10	13
0	122	139
3	11	102
2	0	12
3	7	26
3	101	105
7	12	12
3	12	32
4	17	18
3	2	19
2	6	15
3	18	65
2	108	122
3	121	127
1	17	35
1	12	15
2	203	236
3	298	300
1	13	14
1	16	23
5	37	42
3	4	11
2	2	64
6	13	13
6	401	420
6	19	19
1	2	11
5	7	11
5	219	231
4	17	19
4	13	14
2	24	25
2	36	127
4	14	16
5	8	10
2	2	10
2	7	12
1	22	52
3	0	11
4	22	72
4	2	16
4	33	47
7	10	11
2	3	10
2	47	537
2	9	12
2	9	15
1	8	10
2	4	10
2	6	19
4	14	14
6	13	15
3	7	30
2	24	29
2	10	12
5	8	11
4	1135	1154
2	8	11
4	13	14
1	1	13
2	18	27
7	6	36
5	36	44
3	7	15
2	10	13
4	47	48
2	11	16
2	3	12
2	4	10
5	0	37
3	14	16
4	7	16
6	9	10
4	1	10
1	0	14
2	9	17
2	19	21
2	6	11
6	7	87
2	1	35
2	14	26
3	2	19
2	26	41
1	23	40
2	10	12
2	13	17
2	9	11
2	9	10
6	5	13
2	6	11
2	87	120
7	1	18
5	11	12
2	1	10
2	34	36
4	11	21
6	73	80
7	24	30
7	75	77
2	3	11
6	11	12
2	6	10
7	31	34
7	1	10
1	3	11
7	2	12
2	20	28
4	789	971
6	5	14
3	3	12
7	14	17
5	15	18
2	14	38
2	6	18
3	23	44
5	7	13
5	28	39
3	4	24
3	12	16
1	21	49
2	33	47
3	3	10
2	52	119
3	30	68
3	13	44
3	24	26
2	6	12
4	0	10
7	11	12
2	4	10
6	13	20
3	9	10
3	17	22
2	6	10
1	6	21
7	40	46
7	40	42
3	16	18
2	15	17
2	1	16
4	15	22
3	9	12
2	11	15
2	8	11
2	25	33
1	4	15
2	37	40
2	7	10
5	23	29
2	11	40
5	0	10
2	27	72
2	3	29
0	5	21
2	12	13
6	42	51
3	8	21
5	12	14
2	22	38
7	57	58
1	15	19
4	54	65
2	12	15
2	9	16
0	19	26
3	3	14
4	2	14
2	10	12
2	14	16
4	6	10
2	10	13
2	18	31
2	22	23
2	13	49
2	34	57
2	6	13
2	8	17
4	10	10
4	10	10
4	10	10
4	10	11
3	14	18
3	0	12
6	8	11
3	7	14
2	14	22
6	71	78
2	10	19
1	3	31
3	6	10
