0	8	25
0	9	18
0	8	10
1	20	28
0	17	18
1	11	13
0	7	10
0	9	10
1	20	23
1	34	35
0	23	40
1	79	90
0	15	17
1	12	12
0	8	11
0	10	13
0	10	12
1	46	48
1	7	18
1	7	10
0	4	11
0	5	49
0	4	13
1	20	22
0	25	35
1	12	12
1	45	48
1	14	25
1	11	18
1	12	14
1	43	46
0	11	14
0	2	15
0	17	30
0	11	18
1	9	18
0	6	18
1	6	39
1	9	13
1	12	13
1	41	43
1	3	10
1	7	12
0	8	15
0	12	14
0	11	12
1	18	24
0	4	13
1	122	127
0	29	42
1	1	10
1	0	11
1	16	16
0	0	19
1	2	11
1	1	16
0	28	31
1	1	40
0	22	30
0	5	48
1	3	17
0	1	10
1	13	14
0	10	13
0	122	139
0	11	102
0	0	12
0	7	26
0	101	105
1	12	12
0	12	32
1	17	18
0	2	19
0	6	15
0	18	65
0	108	122
0	121	127
1	17	35
1	12	15
0	203	236
0	298	300
1	13	14
1	16	23
1	37	42
0	4	11
0	2	64
1	13	13
1	401	420
1	19	19
1	2	11
1	7	11
1	219	231
1	17	19
1	13	14
0	24	25
0	36	127
1	14	16
1	8	10
0	2	10
0	7	12
1	22	52
0	0	11
1	22	72
1	2	16
1	33	47
1	10	11
0	3	10
0	47	537
0	9	12
0	9	15
1	8	10
0	4	10
0	6	19
1	14	14
1	13	15
0	7	30
0	24	29
0	10	12
1	8	11
1	1135	1154
0	8	11
1	13	14
1	1	13
0	18	27
1	6	36
1	36	44
0	7	15
0	10	13
1	47	48
0	11	16
0	3	12
0	4	10
1	0	37
0	14	16
1	7	16
1	9	10
1	1	10
1	0	14
0	9	17
0	19	21
0	6	11
1	7	87
0	1	35
0	14	26
0	2	19
0	26	41
1	23	40
0	10	12
0	13	17
0	9	11
0	9	10
1	5	13
0	6	11
0	87	120
1	1	18
1	11	12
0	1	10
0	34	36
1	11	21
1	73	80
1	24	30
1	75	77
0	3	11
1	11	12
0	6	10
1	31	34
1	1	10
1	3	11
1	2	12
0	20	28
1	789	971
1	5	14
0	3	12
1	14	17
1	15	18
0	14	38
0	6	18
0	23	44
1	7	13
1	28	39
0	4	24
0	12	16
1	21	49
0	33	47
0	3	10
0	52	119
0	30	68
0	13	44
0	24	26
0	6	12
1	0	10
1	11	12
0	4	10
1	13	20
0	9	10
0	17	22
0	6	10
1	6	21
1	40	46
1	40	42
0	16	18
0	15	17
0	1	16
1	15	22
0	9	12
0	11	15
0	8	11
0	25	33
1	4	15
0	37	40
0	7	10
1	23	29
0	11	40
1	0	10
0	27	72
0	3	29
0	5	21
0	12	13
1	42	51
0	8	21
1	12	14
0	22	38
1	57	58
1	15	19
1	54	65
0	12	15
0	9	16
0	19	26
0	3	14
1	2	14
0	10	12
0	14	16
1	6	10
0	10	13
0	18	31
0	22	23
0	13	49
0	34	57
0	6	13
0	8	17
1	10	10
1	10	10
1	10	10
1	10	11
0	14	18
0	0	12
1	8	11
0	7	14
0	14	22
1	71	78
0	10	19
1	3	31
0	6	10
1	8	21
1	6	11
1	18	20
1	9	11
1	12	13
1	10	18
0	12	44
1	1	16
0	6	10
0	8	13
1	79	81
1	13	19
0	1	28
1	15	16
0	9	10
0	16	250
0	12	14
1	135	139
0	24	50
0	5	36
1	36	36
1	4	10
1	16	18
1	26	27
1	14	14
1	3	15
0	9	17
1	2	24
0	13	27
1	20	21
0	5	11
1	3	17
0	51	54
0	31	40
0	16	22
0	5	11
0	6	12
0	11	25
0	7	18
0	0	20
0	3	11
0	13	16
0	6	28
0	1	13
0	27	33
1	73	84
0	11	35
1	3	29
0	9	30
1	41	45
1	18	18
1	16	17
0	22	23
0	17	18
0	7	11
0	7	10
0	0	19
0	20	21
0	20	25
0	73	121
0	13	24
0	19	24
0	12	32
0	71	81
0	5	18
1	16	17
1	11	14
0	22	23
0	22	51
1	12	13
0	76	94
1	41	71
0	10	14
1	19	36
1	16	21
0	3	14
0	3	21
0	8	13
0	10	13
0	12	14
0	8	17
0	3	22
0	10	11
0	5	12
1	4	10
1	431	445
0	22	22
0	6	16
0	6	12
0	13	20
0	9	12
1	33	35
0	5	17
1	14	21
0	25	29
0	14	16
1	5	12
0	14	18
0	130	286
0	15	24
1	5	19
1	1	11
1	1	15
0	27	66
1	195	231
1	8	10
0	8	14
0	12	13
0	10	10
0	32	42
1	20	26
0	12	12
1	26	42
0	12	19
1	13	19
0	8	10
1	2	14
0	12	12
0	5	15
1	79	84
1	6	18
1	63	64
1	10	13
0	16	16
1	10	14
0	21	46
0	14	22
1	10	11
1	77	87
0	6	21
1	34	40
0	4	10
0	12	13
1	7	31
0	18	32
0	3	11
0	9	13
0	98	103
0	54	62
1	13	37
0	42	102
1	9	10
1	42	45
0	2	34
0	7	10
1	23	27
0	16	18
0	2	14
1	7	24
0	2	11
1	1	42
0	14	20
0	12	21
0	48	51
0	9	13
0	5	87
0	10	12
1	19	24
1	25	25
1	25	26
0	6	10
0	6	11
0	21	36
0	2	11
1	21	32
0	12	16
0	18	21
1	2	11
0	9	10
0	23	33
1	188	197
0	7	10
0	53	55
0	146	162
1	4	22
1	11	19
1	16	16
1	17	24
0	21	29
1	3	12
0	13	91
0	6	10
0	28	28
0	6	49
1	35	36
1	9	20
0	2	26
0	4	15
0	48	62
0	12	18
0	5	10
1	32	32
0	3	29
0	7	31
0	13	14
0	11	13
1	14	21
0	1	13
0	4	22
1	24	34
1	8	26
0	6	10
1	131	138
1	39	39
1	37	38
0	12	20
1	4	11
0	90	104
0	15	21
0	92	104
0	14	14
1	9	25
1	11	15
0	63	76
0	3	37
0	4	13
0	1	20
0	12	13
1	84	88
1	1	11
1	26	30
0	8	20
0	5	17
0	4	31
1	6	17
0	6	11
0	7	10
1	1	10
0	20	26
0	20	20
0	12	25
1	10	14
1	8	14
0	8	86
1	11	13
0	28	34
0	8	16
0	102	111
